I	J	ILEN	JLEN	MATCH	NGAPS	NALIG	NIDENT	%IDENT	NAS	NASAL	NRANS	RMEAN	STDEV	SCORE	PWMATCH
A6C223_9PLAN/9-3	Q0A730_ALHEH/9-3	353	363	2175.00	4	353	159	45.04	616.15	602.55	100	1260.34	20.24	45.20	3843
A6C223_9PLAN/9-3	HYPD1_BRAJA/9-37	353	363	2202.00	4	353	155	43.91	623.80	610.20	100	1261.85	18.31	51.34	3844
A6C223_9PLAN/9-3	HYPD2_BRAJA/9-37	353	363	2211.00	4	353	158	44.76	626.35	612.75	100	1255.23	19.72	48.47	3845
A6C223_9PLAN/9-3	HYPD_RHILV/9-371	353	363	2174.00	4	353	155	43.91	615.86	602.27	100	1252.12	20.56	44.83	3846
A6C223_9PLAN/9-3	Q13BX4_RHOPS/9-3	353	363	2195.00	4	353	155	43.91	621.81	608.22	100	1259.68	20.51	45.60	3847
A6C223_9PLAN/9-3	Q20ZZ2_RHOPB/9-3	353	359	2166.00	4	353	157	44.48	613.60	600.00	100	1256.05	22.51	40.43	3848
A6C223_9PLAN/9-3	A1KC63_AZOSB/9-3	353	364	2162.00	5	353	154	43.63	612.46	595.47	100	1265.77	18.95	47.28	3849
A6C223_9PLAN/9-3	A2SJM7_METPP/9-3	353	363	2190.00	4	353	154	43.63	620.40	606.80	100	1259.72	19.04	48.87	3850
A6C223_9PLAN/9-3	A4JRG7_BURVG/9-3	353	362	2153.00	4	353	151	42.78	609.92	596.32	100	1262.46	21.51	41.41	3851
A6C223_9PLAN/9-3	Q478N8_DECAR/9-3	353	363	2188.00	4	353	158	44.76	619.83	606.23	100	1258.76	19.44	47.79	3852
A6C223_9PLAN/9-3	Q2W6T2_MAGSA/9-3	353	363	2178.00	4	353	157	44.48	617.00	603.40	100	1258.62	20.04	45.87	3853
A6C223_9PLAN/9-3	Q0EZV7_9PROT/9-3	353	357	2150.00	2	353	146	41.36	609.07	602.27	100	1253.45	18.37	48.81	3854
A6C223_9PLAN/9-3	Q83WU7_THIRO/9-3	353	360	2132.00	5	353	147	41.64	603.97	586.97	100	1253.50	17.13	51.28	3855
A6C223_9PLAN/9-3	A0P441_9RHOB/9-3	353	363	2151.00	4	353	152	43.06	609.35	595.75	100	1259.40	18.89	47.20	3856
A6C223_9PLAN/9-3	A0P1M6_9RHOB/9-3	353	363	2166.00	4	353	151	42.78	613.60	600.00	100	1254.77	18.11	50.31	3857
A6C223_9PLAN/9-3	O28901_ARCFU/14-	353	355	1949.00	6	346	125	36.13	563.29	542.49	100	1241.93	22.62	31.26	3858
A6C223_9PLAN/9-3	Q977P6_THELI/8-3	353	361	2035.00	5	351	127	36.18	579.77	562.68	100	1254.59	22.29	35.01	3859
A6C223_9PLAN/9-3	O58609_PYRHO/7-3	353	360	2073.00	5	351	133	37.89	590.60	573.50	100	1240.70	19.32	43.08	3860
A6C223_9PLAN/9-3	Q5JII1_PYRKO/10-	353	362	2056.00	6	350	139	39.71	587.43	566.86	100	1251.56	19.18	41.94	3861
A6C223_9PLAN/9-3	Y993_METJA/6-358	353	353	2087.00	3	351	135	38.46	594.59	584.33	100	1228.09	19.60	43.82	3862
A6C223_9PLAN/9-3	Q6M0I1_METMP/10-	353	350	2030.00	5	347	132	38.04	585.01	567.72	100	1227.91	20.27	39.56	3863
A6C223_9PLAN/9-3	A6UVF5_META3/7-3	353	366	2068.00	5	349	136	38.97	592.55	575.36	100	1250.12	19.59	41.75	3864
A6C223_9PLAN/9-3	O27144_METTH/1-3	353	348	2081.00	5	347	142	40.92	599.71	582.42	100	1233.87	18.04	46.95	3865
A6C223_9PLAN/9-3	A5ULS2_METS3/1-3	353	348	2017.00	5	347	132	38.04	581.27	563.98	100	1229.96	20.78	37.88	3866
A6C223_9PLAN/9-3	Q2NEU1_METST/1-3	353	347	1985.00	7	345	135	39.13	575.36	551.01	100	1221.76	20.03	38.11	3867
A6C223_9PLAN/9-3	Q8TYR6_METKA/5-3	353	346	1936.00	6	343	131	38.19	564.43	543.44	100	1223.24	21.04	33.88	3868
A6C223_9PLAN/9-3	Q0W4N4_UNCMA/4-3	353	343	2061.00	5	342	143	41.81	602.63	585.09	100	1223.87	17.23	48.60	3869
A6C223_9PLAN/9-3	Q2FMR2_METHJ/1-3	353	340	1995.00	5	340	138	40.59	586.76	569.12	100	1209.70	18.76	41.87	3870
A6C223_9PLAN/9-3	A4YFA0_METS5/13-	353	355	2029.00	4	349	137	39.26	581.38	567.62	100	1244.11	22.78	34.46	3871
A6C223_9PLAN/9-3	Q8NKV0_ACIAM/14-	353	370	1915.00	9	348	131	37.64	550.29	519.25	100	1261.28	17.57	37.21	3872
A6C223_9PLAN/9-3	A1RR05_PYRIL/11-	353	376	1906.00	9	351	124	35.33	543.02	512.25	100	1265.68	19.36	33.08	3873
A6C223_9PLAN/9-3	A1S0N0_THEPD/22-	353	373	1934.00	10	349	140	40.11	554.15	519.77	100	1267.16	19.12	34.88	3874
A6C223_9PLAN/9-3	A8A9J4_IGNH4/4-3	353	362	1980.00	6	349	128	36.68	567.34	546.70	100	1254.34	16.89	42.95	3875
A6C223_9PLAN/9-3	A2BKU8_HYPBU/21-	353	371	1969.00	7	349	136	38.97	564.18	540.11	100	1255.33	20.82	34.27	3876
A6C223_9PLAN/9-3	A3DKX4_STAMF/12-	353	364	1943.00	6	350	123	35.14	555.14	534.57	100	1239.12	17.16	41.01	3877
A6C223_9PLAN/9-3	Q2IN68_ANADE/14-	353	358	2025.00	4	349	144	41.26	580.23	566.48	100	1259.49	20.51	37.33	3878
A6C223_9PLAN/9-3	A1SU74_PSYIN/14-	353	354	2002.00	3	350	124	35.43	572.00	561.71	100	1236.91	19.68	38.87	3879
A6C223_9PLAN/9-3	Q8PUL8_METMA/9-3	353	364	2063.00	6	347	150	43.23	594.52	573.78	100	1263.08	19.45	41.12	3880
A6C223_9PLAN/9-3	A0L606_MAGSM/2-3	353	361	1878.00	5	350	117	33.43	536.57	519.43	100	1252.72	17.61	35.51	3881
A6C223_9PLAN/9-3	F2G4P6_ALTMD/1-3	353	360	1979.00	5	348	126	36.21	568.68	551.44	100	1247.78	19.04	38.41	3882
A6C223_9PLAN/9-3	Q2Y8F6_NITMU/1-3	353	361	2028.00	5	349	141	40.40	581.09	563.90	100	1257.02	21.68	35.57	3883
A6C223_9PLAN/9-3	A5EUJ0_BRASB/1-3	353	361	1948.00	5	350	128	36.57	556.57	539.43	100	1250.43	23.71	29.43	3884
A6C223_9PLAN/9-3	A0LAJ4_MAGSM/2-3	353	358	1965.00	5	348	131	37.64	564.66	547.41	100	1251.75	17.98	39.67	3885
Q31KK3_SYNE7/9-3	A3ITK3_9CHRO/9-3	355	356	2501.00	2	354	203	57.34	706.50	699.72	100	1255.80	21.38	58.24	3886
Q31KK3_SYNE7/9-3	P72620_SYNY3/9-3	355	356	2515.00	2	354	210	59.32	710.45	703.67	100	1256.15	17.88	70.41	3887
Q31KK3_SYNE7/9-3	Q3M485_ANAVT/9-3	355	357	2315.00	3	353	173	49.01	655.81	645.61	100	1247.76	20.92	51.01	3888
Q31KK3_SYNE7/9-3	A0YJ31_LYNSP/9-3	355	361	2267.00	4	353	165	46.74	642.21	628.61	100	1255.14	20.82	48.60	3889
Q31KK3_SYNE7/9-3	Q117W1_TRIEI/9-3	355	361	2287.00	4	353	169	47.88	647.88	634.28	100	1257.34	19.91	51.71	3890
Q31KK3_SYNE7/9-3	Q6NIV0_CORDI/9-3	355	354	2177.00	5	351	158	45.01	620.23	603.13	100	1243.57	20.01	46.65	3891
Q31KK3_SYNE7/9-3	A0QVU9_MYCS2/9-3	355	355	2219.00	4	353	163	46.18	628.61	615.01	100	1247.03	21.62	44.97	3892
Q31KK3_SYNE7/9-3	A8L5A7_FRASN/9-3	355	356	2200.00	4	353	166	47.03	623.23	609.63	100	1248.40	21.43	44.40	3893
Q31KK3_SYNE7/9-3	A4FE76_SACEN/9-3	355	356	2213.00	4	352	162	46.02	628.69	615.06	100	1239.69	21.53	45.20	3894
Q31KK3_SYNE7/9-3	Q6PTA3_AZOCA/9-3	355	361	2257.00	4	353	169	47.88	639.38	625.78	100	1265.72	19.43	51.02	3895
Q31KK3_SYNE7/9-3	Q1J410_SPHAL/9-3	355	361	2236.00	4	353	163	46.18	633.43	619.83	100	1257.52	21.05	46.48	3896
Q31KK3_SYNE7/9-3	Q7WXP3_CUPNH/9-3	355	361	2244.00	4	353	164	46.46	635.69	622.10	100	1263.20	22.60	43.41	3897
Q31KK3_SYNE7/9-3	A4BQ13_9GAMM/9-3	355	361	2255.00	3	353	167	47.31	638.81	628.61	100	1257.90	23.54	42.36	3898
Q31KK3_SYNE7/9-3	A5E9B5_BRASB/9-3	355	361	2270.00	4	353	171	48.44	643.06	629.46	100	1257.32	20.09	50.41	3899
Q31KK3_SYNE7/9-3	A1B6P8_PARDP/9-3	355	365	2275.00	4	354	177	50.00	642.66	629.10	100	1274.91	21.96	45.53	3900
Q31KK3_SYNE7/9-3	Q20XQ7_RHOPB/15-	355	368	2260.00	4	354	170	48.02	638.42	624.86	100	1280.52	21.03	46.57	3901
Q31KK3_SYNE7/9-3	A6VPG1_ACTSZ/9-3	355	362	2233.00	4	353	166	47.03	632.58	618.98	100	1257.70	19.12	51.01	3902
Q31KK3_SYNE7/9-3	A3N1X6_ACTP2/9-3	355	362	2228.00	4	353	163	46.18	631.16	617.56	100	1256.85	16.52	58.78	3903
Q31KK3_SYNE7/9-3	A8GEJ9_SERP5/9-3	355	361	2265.00	4	353	174	49.29	641.64	628.05	100	1260.09	20.05	50.11	3904
Q31KK3_SYNE7/9-3	Q6D7U3_ERWCT/9-3	355	361	2215.00	4	353	161	45.61	627.48	613.88	100	1257.37	19.96	47.97	3905
Q31KK3_SYNE7/9-3	Q5PEA0_SALPA/9-3	355	361	2242.00	4	353	167	47.31	635.13	621.53	100	1261.53	18.51	52.98	3906
Q31KK3_SYNE7/9-3	B4U671_HYDS0/7-3	355	354	2102.00	4	350	146	41.71	600.57	586.86	100	1233.42	19.53	44.47	3907
Q31KK3_SYNE7/9-3	O67225_AQUAE/14-	355	364	2203.00	3	354	155	43.79	622.32	612.15	100	1256.80	19.62	48.22	3908
Q31KK3_SYNE7/9-3	A7GYJ2_CAMC5/9-3	355	353	2193.00	2	353	151	42.78	621.25	614.45	100	1241.08	20.59	46.23	3909
Q31KK3_SYNE7/9-3	A7I1P6_CAMHC/9-3	355	353	2159.00	2	353	146	41.36	611.61	604.82	100	1234.37	18.45	50.11	3910
Q31KK3_SYNE7/9-3	B9KGD1_CAMLR/9-3	355	353	2164.00	2	353	148	41.93	613.03	606.23	100	1233.77	15.79	58.91	3911
Q31KK3_SYNE7/9-3	A7H3Q9_CAMJD/9-3	355	353	2171.00	2	353	143	40.51	615.01	608.22	100	1237.30	17.95	52.02	3912
Q31KK3_SYNE7/9-3	Q4HSJ7_CAMUP/9-3	355	353	2137.00	2	353	138	39.09	605.38	598.58	100	1235.09	19.50	46.26	3913
Q31KK3_SYNE7/9-3	Q31DZ2_THICR/15-	355	359	2203.00	4	354	158	44.63	622.32	608.76	100	1262.91	17.44	53.89	3914
Q31KK3_SYNE7/9-3	Q1Z837_PHOPR/13-	355	359	2211.00	4	354	160	45.20	624.58	611.02	100	1260.71	20.80	45.70	3915
Q31KK3_SYNE7/9-3	A1S671_SHEAM/24-	355	359	2202.00	4	352	159	45.17	625.57	611.93	100	1257.55	18.90	49.96	3916
Q31KK3_SYNE7/9-3	Q1ZT04_PHOAS/14-	355	359	2207.00	4	352	156	44.32	626.99	613.35	100	1257.00	19.47	48.79	3917
Q31KK3_SYNE7/9-3	A8H458_SHEPA/13-	355	359	2184.00	4	354	152	42.94	616.95	603.39	100	1248.41	18.98	49.30	3918
Q31KK3_SYNE7/9-3	Q081V8_SHEFN/13-	355	359	2157.00	4	354	145	40.96	609.32	595.76	100	1260.11	18.68	48.01	3919
Q31KK3_SYNE7/9-3	A3QDS5_SHELP/13-	355	359	2158.00	4	354	150	42.37	609.60	596.05	100	1255.34	21.19	42.61	3920
Q31KK3_SYNE7/9-3	A3D3S4_SHEB5/13-	355	359	2179.00	3	354	152	42.94	615.54	605.37	100	1252.25	19.53	47.44	3921
Q31KK3_SYNE7/9-3	A4SLV8_AERS4/13-	355	357	2134.00	3	353	146	41.36	604.53	594.33	100	1258.11	17.63	49.68	3922
Q31KK3_SYNE7/9-3	Q1ZGM9_9GAMM/12-	355	364	2120.00	4	354	143	40.40	598.87	585.31	100	1259.14	21.06	40.89	3923
Q31KK3_SYNE7/9-3	A6Q3M7_NITSB/12-	355	364	2145.00	5	353	150	42.49	607.65	590.65	100	1249.27	20.15	44.45	3924
Q31KK3_SYNE7/9-3	A6QAT8_SULNB/15-	355	366	2166.00	5	354	150	42.37	611.86	594.92	100	1256.25	21.41	42.49	3925
Q31KK3_SYNE7/9-3	A8EUN7_ARCB4/16-	355	358	2088.00	3	354	134	37.85	589.83	579.66	100	1236.00	17.62	48.34	3926
Q31KK3_SYNE7/9-3	Q7M9N5_WOLSU/12-	355	359	2132.00	4	354	149	42.09	602.26	588.70	100	1257.05	20.28	43.14	3927
Q31KK3_SYNE7/9-3	Q7VJC1_HELHP/21-	355	359	2163.00	3	354	150	42.37	611.02	600.85	100	1248.75	17.96	50.92	3928
Q31KK3_SYNE7/9-3	Q17WE6_HELAH/12-	355	359	2123.00	3	354	139	39.27	599.72	589.55	100	1247.43	17.11	51.16	3929
Q31KK3_SYNE7/9-3	Q2RXN4_RHORT/12-	355	364	2204.00	5	353	172	48.73	624.36	607.37	100	1290.67	20.80	43.92	3930
Q31KK3_SYNE7/9-3	B2JX88_BURP8/9-3	355	357	2255.00	2	354	171	48.31	637.01	630.23	100	1264.21	20.22	49.00	3931
Q31KK3_SYNE7/9-3	A5IEY6_LEGPC/9-3	355	357	2217.00	3	354	165	46.61	626.27	616.10	100	1256.18	22.16	43.36	3932
Q31KK3_SYNE7/9-3	Q2SQT0_HAHCH/9-3	355	361	2228.00	4	353	167	47.31	631.16	617.56	100	1265.86	21.06	45.70	3933
Q31KK3_SYNE7/9-3	HYPD_AZOVI/9-370	355	362	2232.00	4	354	167	47.18	630.51	616.95	100	1265.60	18.58	52.00	3934
Q31KK3_SYNE7/9-3	Q2BN39_9GAMM/9-3	355	363	2221.00	4	353	169	47.88	629.18	615.58	100	1259.44	17.85	53.86	3935
Q31KK3_SYNE7/9-3	Q0A730_ALHEH/9-3	355	363	2211.00	4	354	165	46.61	624.58	611.02	100	1264.75	22.28	42.47	3936
Q31KK3_SYNE7/9-3	HYPD1_BRAJA/9-37	355	363	2238.00	4	354	163	46.05	632.20	618.64	100	1265.30	19.31	50.36	3937
Q31KK3_SYNE7/9-3	HYPD2_BRAJA/9-37	355	363	2237.00	3	354	162	45.76	631.92	621.75	100	1258.61	19.37	50.52	3938
Q31KK3_SYNE7/9-3	HYPD_RHILV/9-371	355	363	2210.00	4	353	161	45.61	626.06	612.46	100	1264.22	20.14	46.95	3939
Q31KK3_SYNE7/9-3	Q13BX4_RHOPS/9-3	355	363	2222.00	3	354	165	46.61	627.68	617.51	100	1271.31	21.27	44.69	3940
Q31KK3_SYNE7/9-3	Q20ZZ2_RHOPB/9-3	355	359	2217.00	4	354	167	47.18	626.27	612.71	100	1264.31	18.08	52.70	3941
Q31KK3_SYNE7/9-3	A1KC63_AZOSB/9-3	355	364	2204.00	5	354	163	46.05	622.60	605.65	100	1269.13	21.34	43.81	3942
Q31KK3_SYNE7/9-3	A2SJM7_METPP/9-3	355	363	2213.00	4	354	163	46.05	625.14	611.58	100	1262.78	18.60	51.09	3943
Q31KK3_SYNE7/9-3	A4JRG7_BURVG/9-3	355	362	2216.00	4	353	165	46.74	627.76	614.16	100	1270.26	19.83	47.70	3944
Q31KK3_SYNE7/9-3	Q478N8_DECAR/9-3	355	363	2208.00	4	354	162	45.76	623.73	610.17	100	1266.69	22.48	41.88	3945
Q31KK3_SYNE7/9-3	Q2W6T2_MAGSA/9-3	355	363	2187.00	4	354	159	44.92	617.80	604.24	100	1266.76	20.67	44.53	3946
Q31KK3_SYNE7/9-3	Q0EZV7_9PROT/9-3	355	357	2225.00	2	354	156	44.07	628.53	621.75	100	1259.93	18.65	51.74	3947
Q31KK3_SYNE7/9-3	Q83WU7_THIRO/9-3	355	360	2195.00	5	354	159	44.92	620.06	603.11	100	1259.47	18.84	49.65	3948
Q31KK3_SYNE7/9-3	A0P441_9RHOB/9-3	355	363	2192.00	4	354	159	44.92	619.21	605.65	100	1263.77	19.02	48.80	3949
Q31KK3_SYNE7/9-3	A0P1M6_9RHOB/9-3	355	363	2243.00	3	354	164	46.33	633.62	623.45	100	1261.43	22.54	43.55	3950
Q31KK3_SYNE7/9-3	O28901_ARCFU/14-	355	355	1965.00	6	347	134	38.62	566.28	545.53	100	1238.10	21.55	33.73	3951
Q31KK3_SYNE7/9-3	Q977P6_THELI/8-3	355	361	2018.00	3	353	125	35.41	571.67	561.47	100	1248.29	20.54	37.47	3952
Q31KK3_SYNE7/9-3	O58609_PYRHO/7-3	355	360	2006.00	4	353	127	35.98	568.27	554.67	100	1245.92	19.63	38.72	3953
Q31KK3_SYNE7/9-3	Q5JII1_PYRKO/10-	355	362	2012.00	6	353	129	36.54	569.97	549.58	100	1252.72	18.79	40.40	3954
Q31KK3_SYNE7/9-3	Y993_METJA/6-358	355	353	2064.00	5	351	137	39.03	588.03	570.94	100	1228.01	23.06	36.25	3955
Q31KK3_SYNE7/9-3	Q6M0I1_METMP/10-	355	350	2045.00	7	347	141	40.63	589.34	565.13	100	1225.33	19.93	41.13	3956
Q31KK3_SYNE7/9-3	A6UVF5_META3/7-3	355	366	2078.00	5	352	135	38.35	590.34	573.30	100	1245.70	17.97	46.31	3957
Q31KK3_SYNE7/9-3	O27144_METTH/1-3	355	348	2072.00	4	348	147	42.24	595.40	581.61	100	1232.36	18.33	45.80	3958
Q31KK3_SYNE7/9-3	A5ULS2_METS3/1-3	355	348	2028.00	5	348	133	38.22	582.76	565.52	100	1226.33	19.21	41.73	3959
Q31KK3_SYNE7/9-3	Q2NEU1_METST/1-3	355	347	1999.00	6	347	135	38.90	576.08	555.33	100	1223.99	18.40	42.12	3960
Q31KK3_SYNE7/9-3	Q8TYR6_METKA/5-3	355	346	1984.00	7	343	142	41.40	578.43	553.94	100	1227.24	19.81	38.21	3961
Q31KK3_SYNE7/9-3	Q0W4N4_UNCMA/4-3	355	343	2058.00	6	342	146	42.69	601.75	580.70	100	1233.12	20.16	40.91	3962
Q31KK3_SYNE7/9-3	Q2FMR2_METHJ/1-3	355	340	1976.00	6	340	141	41.47	581.18	560.00	100	1214.82	20.56	37.02	3963
Q31KK3_SYNE7/9-3	A4YFA0_METS5/13-	355	355	2014.00	6	349	136	38.97	577.08	556.45	100	1244.76	21.85	35.20	3964
Q31KK3_SYNE7/9-3	Q8NKV0_ACIAM/14-	355	370	1901.00	8	353	124	35.13	538.53	511.33	100	1262.28	21.57	29.61	3965
Q31KK3_SYNE7/9-3	A1RR05_PYRIL/11-	355	376	1927.00	8	353	130	36.83	545.89	518.70	100	1271.93	19.24	34.05	3966
Q31KK3_SYNE7/9-3	A1S0N0_THEPD/22-	355	373	1949.00	9	351	135	38.46	555.27	524.50	100	1272.30	19.16	35.31	3967
Q31KK3_SYNE7/9-3	A8A9J4_IGNH4/4-3	355	362	1904.00	7	350	121	34.57	544.00	520.00	100	1265.56	24.50	26.06	3968
Q31KK3_SYNE7/9-3	A2BKU8_HYPBU/21-	355	371	1965.00	7	351	133	37.89	559.83	535.90	100	1263.53	20.40	34.38	3969
Q31KK3_SYNE7/9-3	A3DKX4_STAMF/12-	355	364	1974.00	4	352	121	34.38	560.80	547.16	100	1240.52	23.05	31.82	3970
Q31KK3_SYNE7/9-3	Q2IN68_ANADE/14-	355	358	2076.00	6	350	150	42.86	593.14	572.57	100	1273.68	18.41	43.58	3971
Q31KK3_SYNE7/9-3	A1SU74_PSYIN/14-	355	354	1995.00	4	351	127	36.18	568.38	554.70	100	1242.45	20.31	37.06	3972
Q31KK3_SYNE7/9-3	Q8PUL8_METMA/9-3	355	364	2032.00	7	348	142	40.80	583.91	559.77	100	1267.02	20.06	38.13	3973
Q31KK3_SYNE7/9-3	A0L606_MAGSM/2-3	355	361	1829.00	4	352	108	30.68	519.60	505.97	100	1266.49	22.79	24.68	3974
Q31KK3_SYNE7/9-3	F2G4P6_ALTMD/1-3	355	360	1920.00	4	351	121	34.47	547.01	533.33	100	1257.30	19.27	34.39	3975
Q31KK3_SYNE7/9-3	Q2Y8F6_NITMU/1-3	355	361	2006.00	4	352	137	38.92	569.89	556.25	100	1262.28	20.00	37.19	3976
Q31KK3_SYNE7/9-3	A5EUJ0_BRASB/1-3	355	361	2021.00	4	352	133	37.78	574.15	560.51	100	1266.74	21.53	35.04	3977
Q31KK3_SYNE7/9-3	A0LAJ4_MAGSM/2-3	355	358	1972.00	5	348	134	38.51	566.67	549.43	100	1264.40	21.09	33.55	3978
A3ITK3_9CHRO/9-3	P72620_SYNY3/9-3	356	356	2726.00	0	356	239	67.13	765.73	765.73	100	1249.65	20.29	72.75	3979
A3ITK3_9CHRO/9-3	Q3M485_ANAVT/9-3	356	357	2368.00	2	353	183	51.84	670.82	664.02	100	1254.37	20.48	54.39	3980
A3ITK3_9CHRO/9-3	A0YJ31_LYNSP/9-3	356	361	2354.00	3	353	182	51.56	666.86	656.66	100	1260.90	23.25	47.02	3981
A3ITK3_9CHRO/9-3	Q117W1_TRIEI/9-3	356	361	2395.00	3	353	189	53.54	678.47	668.27	100	1260.74	19.87	57.08	3982
A3ITK3_9CHRO/9-3	Q6NIV0_CORDI/9-3	356	354	2252.00	4	351	166	47.29	641.60	627.92	100	1240.04	24.22	41.78	3983
A3ITK3_9CHRO/9-3	A0QVU9_MYCS2/9-3	356	355	2273.00	3	353	167	47.31	643.91	633.71	100	1246.15	19.83	51.79	3984
A3ITK3_9CHRO/9-3	A8L5A7_FRASN/9-3	356	356	2277.00	3	353	165	46.74	645.04	634.84	100	1239.95	17.30	59.96	3985
A3ITK3_9CHRO/9-3	A4FE76_SACEN/9-3	356	356	2268.00	3	353	165	46.74	642.49	632.29	100	1245.39	20.28	50.42	3986
A3ITK3_9CHRO/9-3	Q6PTA3_AZOCA/9-3	356	361	2295.00	3	353	170	48.16	650.14	639.94	100	1256.70	23.29	44.58	3987
A3ITK3_9CHRO/9-3	Q1J410_SPHAL/9-3	356	361	2298.00	3	353	168	47.59	650.99	640.79	100	1256.69	19.20	54.25	3988
A3ITK3_9CHRO/9-3	Q7WXP3_CUPNH/9-3	356	361	2319.00	3	353	172	48.73	656.94	646.74	100	1256.39	19.78	53.73	3989
A3ITK3_9CHRO/9-3	A4BQ13_9GAMM/9-3	356	361	2330.00	3	353	180	50.99	660.06	649.86	100	1255.35	20.99	51.19	3990
A3ITK3_9CHRO/9-3	A5E9B5_BRASB/9-3	356	361	2300.00	3	353	169	47.88	651.56	641.36	100	1257.42	21.14	49.31	3991
A3ITK3_9CHRO/9-3	A1B6P8_PARDP/9-3	356	365	2294.00	3	356	170	47.75	644.38	634.27	100	1261.23	17.74	58.21	3992
A3ITK3_9CHRO/9-3	Q20XQ7_RHOPB/15-	356	368	2297.00	3	356	168	47.19	645.22	635.11	100	1267.90	20.27	50.76	3993
A3ITK3_9CHRO/9-3	A6VPG1_ACTSZ/9-3	356	362	2290.00	3	353	167	47.31	648.73	638.53	100	1258.36	18.85	54.72	3994
A3ITK3_9CHRO/9-3	A3N1X6_ACTP2/9-3	356	362	2289.00	3	353	163	46.18	648.44	638.24	100	1261.60	19.90	51.63	3995
A3ITK3_9CHRO/9-3	A8GEJ9_SERP5/9-3	356	361	2287.00	4	353	165	46.74	647.88	634.28	100	1252.15	20.91	49.49	3996
A3ITK3_9CHRO/9-3	Q6D7U3_ERWCT/9-3	356	361	2264.00	4	352	168	47.73	643.18	629.55	100	1256.96	21.52	46.79	3997
A3ITK3_9CHRO/9-3	Q5PEA0_SALPA/9-3	356	361	2269.00	3	353	167	47.31	642.78	632.58	100	1257.34	20.95	48.28	3998
A3ITK3_9CHRO/9-3	B4U671_HYDS0/7-3	356	354	2210.00	5	349	158	45.27	633.24	616.05	100	1245.03	20.56	46.94	3999
A3ITK3_9CHRO/9-3	O67225_AQUAE/14-	356	364	2316.00	6	353	175	49.58	656.09	635.69	100	1265.71	19.04	55.16	4000
A3ITK3_9CHRO/9-3	A7GYJ2_CAMC5/9-3	356	353	2270.00	1	353	161	45.61	643.06	639.66	100	1247.93	21.17	48.29	4001
A3ITK3_9CHRO/9-3	A7I1P6_CAMHC/9-3	356	353	2280.00	1	353	163	46.18	645.89	642.49	100	1244.97	19.78	52.31	4002
A3ITK3_9CHRO/9-3	B9KGD1_CAMLR/9-3	356	353	2309.00	1	353	168	47.59	654.11	650.71	100	1248.39	21.48	49.38	4003
A3ITK3_9CHRO/9-3	A7H3Q9_CAMJD/9-3	356	353	2292.00	1	353	165	46.74	649.29	645.89	100	1249.25	17.17	60.72	4004
A3ITK3_9CHRO/9-3	Q4HSJ7_CAMUP/9-3	356	353	2283.00	1	353	162	45.89	646.74	643.34	100	1247.25	21.03	49.25	4005
A3ITK3_9CHRO/9-3	Q31DZ2_THICR/15-	356	359	2298.00	3	354	171	48.31	649.15	638.98	100	1265.56	21.80	47.36	4006
A3ITK3_9CHRO/9-3	Q1Z837_PHOPR/13-	356	359	2256.00	3	355	158	44.51	635.49	625.35	100	1262.93	19.47	51.01	4007
A3ITK3_9CHRO/9-3	A1S671_SHEAM/24-	356	359	2233.00	2	355	159	44.79	629.01	622.25	100	1258.92	18.00	54.11	4008
A3ITK3_9CHRO/9-3	Q1ZT04_PHOAS/14-	356	359	2291.00	3	355	173	48.73	645.35	635.21	100	1258.69	18.06	57.15	4009
A3ITK3_9CHRO/9-3	A8H458_SHEPA/13-	356	359	2287.00	3	355	173	48.73	644.23	634.08	100	1256.41	20.32	50.71	4010
A3ITK3_9CHRO/9-3	Q081V8_SHEFN/13-	356	359	2253.00	3	354	171	48.31	636.44	626.27	100	1260.79	20.51	48.38	4011
A3ITK3_9CHRO/9-3	A3QDS5_SHELP/13-	356	359	2250.00	3	355	165	46.48	633.80	623.66	100	1255.75	19.75	50.35	4012
A3ITK3_9CHRO/9-3	A3D3S4_SHEB5/13-	356	359	2275.00	3	354	169	47.74	642.66	632.49	100	1256.36	21.86	46.60	4013
A3ITK3_9CHRO/9-3	A4SLV8_AERS4/13-	356	357	2252.00	2	353	160	45.33	637.96	631.16	100	1255.20	20.12	49.55	4014
A3ITK3_9CHRO/9-3	Q1ZGM9_9GAMM/12-	356	364	2275.00	4	355	173	48.73	640.85	627.32	100	1266.08	19.24	52.43	4015
A3ITK3_9CHRO/9-3	A6Q3M7_NITSB/12-	356	364	2227.00	3	353	162	45.89	630.88	620.68	100	1262.69	20.50	47.03	4016
A3ITK3_9CHRO/9-3	A6QAT8_SULNB/15-	356	366	2248.00	3	355	161	45.35	633.24	623.10	100	1269.39	17.06	57.36	4017
A3ITK3_9CHRO/9-3	A8EUN7_ARCB4/16-	356	358	2233.00	1	355	157	44.23	629.01	625.63	100	1261.60	22.00	44.16	4018
A3ITK3_9CHRO/9-3	Q7M9N5_WOLSU/12-	356	359	2238.00	3	355	158	44.51	630.42	620.28	100	1261.60	22.82	42.78	4019
A3ITK3_9CHRO/9-3	Q7VJC1_HELHP/21-	356	359	2227.00	3	355	158	44.51	627.32	617.18	100	1257.92	19.38	50.00	4020
A3ITK3_9CHRO/9-3	Q17WE6_HELAH/12-	356	359	2238.00	3	355	154	43.38	630.42	620.28	100	1266.22	18.60	52.25	4021
