I	J	ILEN	JLEN	MATCH	NGAPS	NALIG	NIDENT	%IDENT	NAS	NASAL	NRANS	RMEAN	STDEV	SCORE	PWMATCH
d1mzaa_/1-240	g1ucy.1/1-297	240	297	1138.00	8	234	67	28.63	486.32	445.30	100	895.72	17.62	13.75	6521
d1mzaa_/1-240	g1h8d.1/1-290	240	290	1125.00	11	232	70	30.17	484.91	428.02	100	892.32	18.36	12.68	6522
d1mzaa_/1-240	g1jou.1/1-305	240	305	1124.00	10	233	70	30.04	482.40	430.90	100	899.84	18.11	12.38	6523
d1mzaa_/1-240	g1vr1.1/1-287	240	287	1117.00	10	229	69	30.13	487.77	435.37	100	885.11	16.33	14.20	6524
d1mzaa_/1-240	g2hnt.1/1-265	240	265	1079.00	7	223	64	28.70	483.86	446.19	100	861.32	18.41	11.82	6525
d1mzaa_/1-240	d1tona_/1-235	240	235	1248.00	9	222	88	39.64	562.16	513.51	100	830.70	15.54	26.85	6526
d1mzaa_/1-240	d1hj8a_/1-222	240	222	1246.00	7	222	83	37.39	561.26	523.42	100	804.37	17.29	25.55	6527
d1mzaa_/1-240	d1a0ja_/1-223	240	223	1310.00	6	223	94	42.15	587.44	555.16	100	813.84	18.01	27.54	6528
d1mzaa_/1-240	d4i8ha_/1-223	240	223	1276.00	6	223	86	38.57	572.20	539.91	100	816.63	15.86	28.97	6529
d1mzaa_/1-240	d1ezxc_/1-199	240	199	1148.00	5	199	79	39.70	576.88	546.73	100	759.03	14.87	26.17	6530
d1mzaa_/1-240	d1gdna_/1-224	240	224	1126.00	6	222	68	30.63	507.21	474.77	100	817.05	16.33	18.91	6531
d1mzaa_/1-240	d2ra3a_/1-224	240	224	1273.00	6	224	85	37.95	568.30	536.16	100	808.79	15.65	29.67	6532
d1mzaa_/1-240	d3p95a_/1-224	240	224	1256.00	6	224	83	37.05	560.71	528.57	100	804.57	16.41	27.51	6533
d1mzaa_/1-240	d2f91a1/1-237	240	237	1196.00	8	227	78	34.36	526.87	484.58	100	829.37	17.18	21.34	6534
d1mzaa_/1-240	d3fp7e_/1-223	240	223	1263.00	6	223	84	37.67	566.37	534.08	100	805.10	19.37	23.64	6535
d1mzaa_/1-240	d2a31a_/1-223	240	223	1265.00	6	223	84	37.67	567.26	534.98	100	808.91	17.14	26.61	6536
d1mzaa_/1-240	g1rtf.1/1-261	240	261	1222.00	7	233	79	33.91	524.46	488.41	100	864.66	17.88	19.98	6537
d1mzaa_/1-240	d3mhwu_/1-247	240	247	1246.00	8	231	77	33.33	539.39	497.84	100	848.34	21.30	18.67	6538
d1mzaa_/1-240	d1bqya_/1-234	240	234	1226.00	6	228	76	33.33	537.72	506.14	100	819.89	18.23	22.28	6539
d1mzaa_/1-240	d1op0a_/1-234	240	234	1231.00	7	226	84	37.17	544.69	507.52	100	823.01	18.15	22.48	6540
d1mzaa_/1-240	d2aiqa_/1-231	240	231	1208.00	9	224	78	34.82	539.29	491.07	100	815.28	18.19	21.58	6541
d1mzaa_/1-240	d2eeka_/1-220	240	220	1236.00	7	220	81	36.82	561.82	523.64	100	800.80	15.93	27.33	6542
d1mzaa_/1-240	d3s9ba_/1-234	240	234	1207.00	9	226	76	33.63	534.07	486.28	100	822.87	20.66	18.59	6543
d1mzaa_/1-240	d3s69a_/1-234	240	234	1209.00	7	226	80	35.40	534.96	497.79	100	825.78	19.05	20.12	6544
d1mzaa_/1-240	d2rdla_/1-226	240	226	1222.00	8	221	87	39.37	552.94	509.50	100	807.74	17.23	24.05	6545
d1mzaa_/1-240	d4e7na_/1-238	240	238	1216.00	8	229	79	34.50	531.00	489.08	100	829.21	19.71	19.63	6546
d1mzaa_/1-240	d2y5fa_/1-234	240	234	1117.00	7	225	67	29.78	496.44	459.11	100	824.92	16.23	17.99	6547
d1mzaa_/1-240	d2anya_/1-238	240	238	1210.00	7	230	81	35.22	526.09	489.57	100	832.88	17.18	21.95	6548
d1mzaa_/1-240	d2bz6h_/1-254	240	254	1210.00	5	237	78	32.91	510.55	485.23	100	856.32	20.95	16.89	6549
d1mzaa_/1-240	d2wphs_/1-235	240	235	1175.00	7	226	71	31.42	519.91	482.74	100	829.40	16.82	20.55	6550
d1mzaa_/1-240	d1spja_/1-238	240	238	1225.00	7	225	74	32.89	544.44	507.11	100	826.23	18.03	22.12	6551
d1mzaa_/1-240	d2f9na_/1-243	240	243	1214.00	12	227	89	39.21	534.80	471.37	100	826.71	16.56	23.38	6552
d1mzaa_/1-240	d2z7fe_/1-218	240	218	1136.00	9	214	74	34.58	530.84	480.37	100	783.53	20.33	17.34	6553
d1mzaa_/1-240	d4dgja_/1-235	240	235	1197.00	9	226	71	31.42	529.65	481.86	100	817.25	16.14	23.53	6554
d1mzaa_/1-240	d3tjva_/1-225	240	225	1264.00	8	221	90	40.72	571.95	528.51	100	812.51	18.49	24.42	6555
d1mzaa_/1-240	d2zchp_/1-237	240	237	1276.00	6	225	85	37.78	567.11	535.11	100	824.73	15.34	29.42	6556
d1mzaa_/1-240	d4gsoa_/1-232	240	232	1239.00	8	226	87	38.50	548.23	505.75	100	816.12	17.46	24.22	6557
d1mzaa_/1-240	d3g01a_/1-227	240	227	1291.00	7	222	95	42.79	581.53	543.69	100	818.30	16.64	28.41	6558
d1mzaa_/1-240	d3u1jb_/1-166	240	166	649.00	8	160	36	22.50	405.62	345.62	100	648.95	14.99	0.00	6559
d1mzaa_/1-240	d2fomb1/1-150	240	150	605.00	8	150	34	22.67	403.33	339.33	100	596.08	12.94	0.69	6560
d1mzaa_/1-240	g1dy9.1/1-188	240	188	726.00	6	186	37	19.89	390.32	351.61	100	718.10	14.80	0.53	6561
d1mzaa_/1-240	g1n1l.1/1-202	240	202	741.00	7	189	41	21.69	392.06	347.62	100	754.46	14.95	-0.90	6562
d1mzaa_/1-240	g1n1l.2/1-170	240	170	659.00	7	161	32	19.88	409.32	357.14	100	660.93	13.61	-0.14	6563
d1mzaa_/1-240	d1cu1a1/1-201	240	201	795.00	6	201	32	15.92	395.52	359.70	100	755.11	15.68	2.54	6564
d1mzaa_/1-240	d1dxwa_/1-165	240	165	667.00	7	165	39	23.64	404.24	353.33	100	648.28	12.70	1.47	6565
d1mzaa_/1-240	d2fp7b1/1-152	240	152	617.00	8	151	36	23.84	408.61	345.03	100	600.46	13.23	1.25	6566
d1mzaa_/1-240	d1mbma_/1-198	240	198	745.00	9	193	39	20.21	386.01	330.05	100	749.32	15.37	-0.28	6567
d1mzaa_/1-240	d1lvmb_/1-219	240	219	814.00	8	204	36	17.65	399.02	351.96	100	792.37	15.10	1.43	6568
d1mzaa_/1-240	d1q31a_/1-239	240	239	890.00	8	224	38	16.96	397.32	354.46	100	834.87	17.97	3.07	6569
d1mzaa_/1-240	d1vcpa_/1-149	240	149	611.00	10	146	40	27.40	418.49	336.30	100	593.57	15.49	1.13	6570
d1mzaa_/1-240	d1svpa_/1-160	240	160	657.00	5	159	35	22.01	413.21	375.47	100	624.73	12.73	2.53	6571
d1mzaa_/1-240	d1ep5a_/1-156	240	156	650.00	8	152	45	29.61	427.63	364.47	100	608.63	12.10	3.42	6572
d1mzaa_/1-240	d4agka_/1-152	240	152	619.00	5	151	33	21.85	409.93	370.20	100	600.90	13.05	1.39	6573
d1mzaa_/1-240	d3keea_/1-178	240	178	709.00	6	178	37	20.79	398.31	357.87	100	687.14	14.19	1.54	6574
d1mzaa_/1-240	d3sv8a_/1-193	240	193	759.00	7	188	40	21.28	403.72	359.04	100	739.37	16.63	1.18	6575
d1mzaa_/1-240	d2ggvb_/1-169	240	169	667.00	9	168	31	18.45	397.02	332.74	100	654.43	13.09	0.96	6576
d1mzaa_/1-240	d3e90b_/1-176	240	176	662.00	8	166	33	19.88	398.80	340.96	100	677.35	15.01	-1.02	6577
d1mzaa_/1-240	d2hrva_/1-139	240	139	580.00	7	139	33	23.74	417.27	356.83	100	550.52	12.22	2.41	6578
d1mzaa_/1-240	d2bhga1/1-199	240	199	810.00	6	198	35	17.68	409.09	372.73	100	746.73	15.60	4.05	6579
d1mzaa_/1-240	d3sjia_/1-179	240	179	702.00	6	179	37	20.67	392.18	351.96	100	683.52	15.63	1.18	6580
d1mzaa_/1-240	d3q3ya_/1-181	240	181	730.00	9	180	37	20.56	405.56	345.56	100	685.09	14.41	3.12	6581
d1mzaa_/1-240	d2hala_/1-212	240	212	840.00	8	207	41	19.81	405.80	359.42	100	780.33	14.81	4.03	6582
d1mzaa_/1-240	d1cqqa_/1-180	240	180	729.00	7	180	33	18.33	405.00	358.33	100	684.59	13.28	3.34	6583
d1mzaa_/1-240	d2zu2a_/1-300	240	300	910.00	9	237	40	16.88	383.97	338.40	100	904.10	16.55	0.36	6584
d1mzaa_/1-240	d3tloa_/1-302	240	302	882.00	8	238	42	17.65	370.59	330.25	100	908.48	17.55	-1.51	6585
d1mzaa_/1-240	d3d23a_/1-302	240	302	923.00	9	238	50	21.01	387.82	342.44	100	908.23	18.96	0.78	6586
d1mzaa_/1-240	d3tnta_/1-306	240	306	911.00	13	235	45	19.15	387.66	321.28	100	904.63	18.25	0.35	6587
d1mzaa_/1-240	d1lvoa_/1-299	240	299	923.00	8	237	40	16.88	389.45	348.95	100	908.92	16.49	0.85	6588
d1mzaa_/1-240	d3zvea_/1-189	240	189	725.00	7	189	33	17.46	383.60	339.15	100	716.08	14.73	0.61	6589
d1mzaa_/1-240	d4dcda_/1-184	240	184	738.00	6	184	32	17.39	401.09	361.96	100	705.05	13.30	2.48	6590
d1mzaa_/1-240	d2ea3a_/1-183	240	183	787.00	5	183	43	23.50	430.05	397.27	100	699.35	14.97	5.86	6591
d1mzaa_/1-240	d3stia_/1-228	240	228	864.00	11	215	51	23.72	401.86	340.47	100	816.68	16.79	2.82	6592
d1mzaa_/1-240	d2qxia_/1-224	240	224	1218.00	8	222	84	37.84	548.65	505.41	100	810.46	17.01	23.96	6593
d1mzaa_/1-240	d3gylb_/1-247	240	247	1337.00	6	237	88	37.13	564.14	533.76	100	850.17	16.67	29.20	6594
d1mzaa_/1-240	d2oq5a_/1-232	240	232	1190.00	7	226	76	33.63	526.55	489.38	100	821.97	16.64	22.12	6595
d1mzaa_/1-240	d2bdga_/1-223	240	223	1242.00	8	221	88	39.82	561.99	518.55	100	805.18	17.59	24.84	6596
d1mzaa_/1-240	d2asub_/1-225	240	225	1070.00	9	218	58	26.61	490.83	441.28	100	804.72	19.86	13.36	6597
d1mzaa_/1-240	d2odpa2/1-288	240	288	1035.00	11	236	58	24.58	438.56	382.63	100	891.55	16.34	8.78	6598
d1mzaa_/1-240	d2zgca_/1-231	240	231	1266.00	10	226	91	40.27	560.18	507.08	100	822.71	16.32	27.16	6599
d1mzaa_/1-240	d3tjoa_/1-211	240	211	840.00	7	210	44	20.95	400.00	360.00	100	782.49	15.68	3.67	6600
d1mzaa_/1-240	d2psxa_/1-227	240	227	1243.00	8	224	84	37.50	554.91	512.05	100	813.04	18.64	23.07	6601
d1mzaa_/1-240	d2qy0b_/1-240	240	240	1037.00	9	226	61	26.99	458.85	411.06	100	825.09	17.09	12.40	6602
d1mzaa_/1-240	d3govb_/1-251	240	251	1188.00	9	231	69	29.87	514.29	467.53	100	853.23	19.12	17.51	6603
d1mzaa_/1-240	d3qzra_/1-180	240	180	703.00	5	180	37	20.56	390.56	357.22	100	688.09	13.90	1.07	6604
d1mzaa_/1-240	d4fvda_/1-138	240	138	569.00	6	138	31	22.46	412.32	360.14	100	548.82	12.03	1.68	6605
d1mzaa_/1-240	d2q6fa_/1-301	240	301	911.00	11	237	47	19.83	384.39	328.69	100	904.77	14.75	0.42	6606
d1mzaa_/1-240	d2ouaa_/1-188	240	188	771.00	9	187	41	21.93	412.30	354.55	100	715.28	14.81	3.76	6607
d1mzaa_/1-240	d3h7oa_/1-228	240	228	996.00	11	220	55	25.00	452.73	392.73	100	812.79	18.23	10.05	6608
d1mzaa_/1-240	d3h7ta_/1-235	240	235	1080.00	7	227	67	29.52	475.77	438.77	100	835.93	17.95	13.60	6609
d1mzaa_/1-240	d2as9a_/1-207	240	207	826.00	7	205	32	15.61	402.93	361.95	100	768.50	15.72	3.66	6610
d1mzaa_/1-240	d2vida_/1-204	240	204	813.00	11	198	44	22.22	410.61	343.94	100	765.14	16.52	2.90	6611
d1mzaa_/1-240	d3ufaa_/1-200	240	200	792.00	12	196	39	19.90	404.08	330.61	100	754.69	15.33	2.43	6612
d1mzaa_/1-240	d2pfea_/1-186	240	186	777.00	10	184	48	26.09	422.28	357.07	100	712.24	12.64	5.12	6613
d1mzaa_/1-240	d3mmga_/1-217	240	217	799.00	4	215	26	12.09	371.63	349.30	100	788.37	16.79	0.63	6614
d1mzaa_/1-240	d1ym0a_/1-238	240	238	1149.00	10	226	71	31.42	508.41	455.31	100	833.13	17.56	17.99	6615
d1a7sa_/1-225	d1si5h_/1-234	225	234	1083.00	8	217	66	30.41	499.08	454.84	100	784.24	16.59	18.00	6616
d1a7sa_/1-225	d1z8ga1/1-255	225	255	1143.00	4	225	66	29.33	508.00	486.67	100	821.49	17.41	18.46	6617
d1a7sa_/1-225	d2hlca_/1-230	225	230	987.00	10	215	62	28.84	459.07	403.26	100	786.17	17.46	11.50	6618
d1a7sa_/1-225	d1lo6a_/1-221	225	221	1110.00	5	212	71	33.49	523.58	495.28	100	766.89	16.96	20.23	6619
d1a7sa_/1-225	g2pka.1/1-233	225	233	1147.00	8	214	74	34.58	535.98	491.12	100	782.65	18.54	19.65	6620
d1a7sa_/1-225	d1ao5a_/1-237	225	237	1100.00	6	215	63	29.30	511.63	478.14	100	793.62	18.59	16.48	6621
d1a7sa_/1-225	d1q3xa1/1-242	225	242	1051.00	7	217	59	27.19	484.33	445.62	100	797.90	15.17	16.68	6622
d1a7sa_/1-225	d3ncla_/1-241	225	241	1091.00	8	219	69	31.51	498.17	454.34	100	800.03	16.39	17.76	6623
d1a7sa_/1-225	d1fuja_/1-221	225	221	1337.00	4	216	99	45.83	618.98	596.76	100	772.56	18.96	29.77	6624
d1a7sa_/1-225	d1npma_/1-225	225	225	1121.00	8	210	68	32.38	533.81	488.10	100	778.83	17.49	19.56	6625
d1a7sa_/1-225	d1ddja_/1-247	225	247	1105.00	10	213	76	35.68	518.78	462.44	100	807.84	16.51	18.00	6626
d1a7sa_/1-225	d1fona_/1-232	225	232	1035.00	9	208	72	34.62	497.60	445.67	100	786.97	18.11	13.69	6627
d1a7sa_/1-225	d1pytc_/1-248	225	248	1082.00	10	214	76	35.51	505.61	449.53	100	810.79	19.88	13.64	6628
d1a7sa_/1-225	d1gvza_/1-237	225	237	1100.00	9	215	69	32.09	511.63	461.40	100	783.69	17.24	18.35	6629
d1a7sa_/1-225	d1a5ia_/1-265	225	265	1085.00	12	217	79	36.41	500.00	433.64	100	823.57	18.08	14.46	6630
d1a7sa_/1-225	g1ucy.1/1-297	225	297	1040.00	11	222	64	28.83	468.47	409.01	100	841.00	15.91	12.50	6631
d1a7sa_/1-225	g1h8d.1/1-290	225	290	1043.00	10	224	61	27.23	465.62	412.05	100	836.80	16.55	12.46	6632
d1a7sa_/1-225	g1jou.1/1-305	225	305	1029.00	10	222	60	27.03	463.51	409.46	100	850.43	13.50	13.23	6633
d1a7sa_/1-225	g1vr1.1/1-287	225	287	1008.00	11	218	60	27.52	462.39	401.83	100	831.44	15.94	11.08	6634
d1a7sa_/1-225	g2hnt.1/1-265	225	265	967.00	10	217	55	25.35	445.62	390.32	100	813.86	15.39	9.95	6635
d1a7sa_/1-225	d1tona_/1-235	225	235	1106.00	9	212	71	33.49	521.70	470.75	100	792.17	15.62	20.09	6636
d1a7sa_/1-225	d1hj8a_/1-222	225	222	1124.00	5	213	68	31.92	527.70	499.53	100	777.05	18.80	18.46	6637
d1a7sa_/1-225	d1a0ja_/1-223	225	223	1143.00	7	211	73	34.60	541.71	501.90	100	787.70	15.84	22.42	6638
d1a7sa_/1-225	d4i8ha_/1-223	225	223	1115.00	7	213	69	32.39	523.47	484.04	100	782.71	18.74	17.73	6639
d1a7sa_/1-225	d1ezxc_/1-199	225	199	981.00	6	189	59	31.22	519.05	480.95	100	735.18	14.77	16.65	6640
d1a7sa_/1-225	d1gdna_/1-224	225	224	1028.00	7	209	66	31.58	491.87	451.67	100	799.08	16.29	14.05	6641
d1a7sa_/1-225	d2ra3a_/1-224	225	224	1101.00	6	214	66	30.84	514.49	480.84	100	781.57	16.44	19.43	6642
d1a7sa_/1-225	d3p95a_/1-224	225	224	1094.00	7	214	66	30.84	511.21	471.96	100	778.39	18.21	17.33	6643
d1a7sa_/1-225	d2f91a1/1-237	225	237	1063.00	6	216	62	28.70	492.13	458.80	100	798.80	16.07	16.44	6644
d1a7sa_/1-225	d3fp7e_/1-223	225	223	1118.00	6	213	67	31.46	524.88	491.08	100	777.33	17.18	19.83	6645
d1a7sa_/1-225	d2a31a_/1-223	225	223	1120.00	7	211	69	32.70	530.81	491.00	100	782.77	15.60	21.61	6646
d1a7sa_/1-225	g1rtf.1/1-261	225	261	1063.00	12	217	74	34.10	489.86	423.50	100	821.10	17.53	13.80	6647
d1a7sa_/1-225	d3mhwu_/1-247	225	247	1029.00	9	217	60	27.65	474.19	424.42	100	807.33	19.29	11.49	6648
d1a7sa_/1-225	d1bqya_/1-234	225	234	1089.00	7	220	60	27.27	495.00	456.82	100	789.36	18.29	16.39	6649
d1a7sa_/1-225	d1op0a_/1-234	225	234	1108.00	8	216	68	31.48	512.96	468.52	100	789.40	19.00	16.77	6650
d1a7sa_/1-225	d2aiqa_/1-231	225	231	1102.00	7	218	63	28.90	505.50	466.97	100	789.55	18.17	17.20	6651
d1a7sa_/1-225	d2eeka_/1-220	225	220	1079.00	5	211	65	30.81	511.37	482.94	100	773.32	16.79	18.21	6652
d1a7sa_/1-225	d3s9ba_/1-234	225	234	1111.00	10	215	68	31.63	516.74	460.93	100	788.38	18.32	17.61	6653
d1a7sa_/1-225	d3s69a_/1-234	225	234	1092.00	7	219	61	27.85	498.63	460.27	100	789.26	19.87	15.23	6654
d1a7sa_/1-225	d2rdla_/1-226	225	226	1139.00	5	215	71	33.02	529.77	501.86	100	777.82	16.91	21.36	6655
d1a7sa_/1-225	d4e7na_/1-238	225	238	1102.00	9	217	67	30.88	507.83	458.06	100	792.78	17.79	17.38	6656
d1a7sa_/1-225	d2y5fa_/1-234	225	234	1006.00	6	217	53	24.42	463.59	430.41	100	790.04	16.20	13.33	6657
d1a7sa_/1-225	d2anya_/1-238	225	238	1094.00	5	220	63	28.64	497.27	470.00	100	792.01	15.62	19.34	6658
d1a7sa_/1-225	d2bz6h_/1-254	225	254	1059.00	6	225	61	27.11	470.67	438.67	100	814.66	18.11	13.49	6659
d1a7sa_/1-225	d2wphs_/1-235	225	235	1049.00	8	216	62	28.70	485.65	441.20	100	790.37	18.53	13.96	6660
d1a7sa_/1-225	d1spja_/1-238	225	238	1104.00	7	215	67	31.16	513.49	474.42	100	791.10	15.59	20.07	6661
d1a7sa_/1-225	d2f9na_/1-243	225	243	1078.00	9	212	75	35.38	508.49	457.55	100	791.30	17.21	16.66	6662
d1a7sa_/1-225	d2z7fe_/1-218	225	218	1349.00	3	216	100	46.30	624.54	607.87	100	776.78	16.22	35.29	6663
d1a7sa_/1-225	d4dgja_/1-235	225	235	1089.00	5	218	59	27.06	499.54	472.02	100	790.50	17.01	17.55	6664
d1a7sa_/1-225	d3tjva_/1-225	225	225	1147.00	5	213	76	35.68	538.50	510.33	100	781.65	17.94	20.37	6665
d1a7sa_/1-225	d2zchp_/1-237	225	237	1153.00	10	213	79	37.09	541.31	484.98	100	792.99	17.10	21.05	6666
d1a7sa_/1-225	d4gsoa_/1-232	225	232	1095.00	8	219	67	30.59	500.00	456.16	100	790.88	17.07	17.81	6667
d1a7sa_/1-225	d3g01a_/1-227	225	227	1179.00	4	214	77	35.98	550.93	528.50	100	784.02	17.33	22.79	6668
d1a7sa_/1-225	d3u1jb_/1-166	225	166	621.00	7	166	26	15.66	374.10	323.49	100	637.09	13.13	-1.22	6669
d1a7sa_/1-225	d2fomb1/1-150	225	150	579.00	8	150	32	21.33	386.00	322.00	100	580.91	13.21	-0.14	6670
d1a7sa_/1-225	g1dy9.1/1-188	225	188	709.00	6	188	33	17.55	377.13	338.83	100	702.26	15.61	0.43	6671
d1a7sa_/1-225	g1n1l.1/1-202	225	202	721.00	6	199	31	15.58	362.31	326.13	100	738.12	15.40	-1.11	6672
d1a7sa_/1-225	g1n1l.2/1-170	225	170	638.00	9	161	39	24.22	396.27	329.19	100	652.07	13.65	-1.03	6673
d1a7sa_/1-225	d1cu1a1/1-201	225	201	764.00	6	198	34	17.17	385.86	349.49	100	740.61	16.11	1.45	6674
d1a7sa_/1-225	d1dxwa_/1-165	225	165	643.00	9	165	42	25.45	389.70	324.24	100	636.74	12.23	0.51	6675
d1a7sa_/1-225	d2fp7b1/1-152	225	152	578.00	10	152	30	19.74	380.26	301.32	100	588.07	13.53	-0.74	6676
d1a7sa_/1-225	d1mbma_/1-198	225	198	724.00	5	198	31	15.66	365.66	335.35	100	733.05	15.22	-0.59	6677
d1a7sa_/1-225	d1lvmb_/1-219	225	219	760.00	5	211	26	12.32	360.19	331.75	100	766.77	19.21	-0.35	6678
d1a7sa_/1-225	d1q31a_/1-239	225	239	800.00	7	219	31	14.16	365.30	326.94	100	795.70	15.29	0.28	6679
d1a7sa_/1-225	d1vcpa_/1-149	225	149	595.00	7	147	34	23.13	404.76	347.62	100	573.84	14.51	1.46	6680
d1a7sa_/1-225	d1svpa_/1-160	225	160	630.00	9	157	41	26.11	401.27	332.48	100	613.08	13.26	1.28	6681
d1a7sa_/1-225	d1ep5a_/1-156	225	156	611.00	6	154	31	20.13	396.75	350.00	100	598.04	13.53	0.96	6682
d1a7sa_/1-225	d4agka_/1-152	225	152	593.00	9	151	36	23.84	392.72	321.19	100	584.78	13.08	0.63	6683
d1a7sa_/1-225	d3keea_/1-178	225	178	700.00	9	177	44	24.86	395.48	334.46	100	678.13	14.74	1.48	6684
d1a7sa_/1-225	d3sv8a_/1-193	225	193	741.00	4	188	33	17.55	394.15	368.62	100	723.57	15.44	1.13	6685
d1a7sa_/1-225	d2ggvb_/1-169	225	169	640.00	8	167	30	17.96	383.23	325.75	100	642.34	14.33	-0.16	6686
d1a7sa_/1-225	d3e90b_/1-176	225	176	661.00	8	176	29	16.48	375.57	321.02	100	660.24	15.58	0.05	6687
d1a7sa_/1-225	d2hrva_/1-139	225	139	560.00	4	136	25	18.38	411.76	376.47	100	534.61	13.06	1.94	6688
d1a7sa_/1-225	d2bhga1/1-199	225	199	753.00	9	195	37	18.97	386.15	330.77	100	722.16	15.68	1.97	6689
d1a7sa_/1-225	d3sjia_/1-179	225	179	689.00	5	179	26	14.53	384.92	351.40	100	673.25	16.66	0.95	6690
d1a7sa_/1-225	d3q3ya_/1-181	225	181	702.00	9	180	33	18.33	390.00	330.00	100	676.82	15.21	1.66	6691
d1a7sa_/1-225	d2hala_/1-212	225	212	745.00	3	211	30	14.22	353.08	336.02	100	752.52	14.18	-0.53	6692
d1a7sa_/1-225	d1cqqa_/1-180	225	180	708.00	8	175	34	19.43	404.57	349.71	100	674.20	17.05	1.98	6693
d1a7sa_/1-225	d2zu2a_/1-300	225	300	853.00	11	222	50	22.52	384.23	324.77	100	856.17	18.34	-0.17	6694
d1a7sa_/1-225	d3tloa_/1-302	225	302	849.00	9	224	47	20.98	379.02	330.80	100	856.00	14.92	-0.47	6695
d1a7sa_/1-225	d3d23a_/1-302	225	302	856.00	8	224	39	17.41	382.14	339.29	100	854.22	15.43	0.12	6696
d1a7sa_/1-225	d3tnta_/1-306	225	306	841.00	10	216	49	22.69	389.35	333.80	100	860.29	16.36	-1.18	6697
d1a7sa_/1-225	d1lvoa_/1-299	225	299	841.00	11	224	40	17.86	375.45	316.52	100	858.69	15.04	-1.18	6698
d1a7sa_/1-225	d3zvea_/1-189	225	189	733.00	6	187	35	18.72	391.98	353.48	100	694.60	14.66	2.62	6699
d1a7sa_/1-225	d4dcda_/1-184	225	184	711.00	8	175	40	22.86	406.29	351.43	100	688.73	13.84	1.61	6700
d1a7sa_/1-225	d2ea3a_/1-183	225	183	747.00	9	173	46	26.59	431.79	369.36	100	702.95	15.51	2.84	6701
d1a7sa_/1-225	d3stia_/1-228	225	228	827.00	7	213	43	20.19	388.26	348.83	100	798.32	16.91	1.70	6702
d1a7sa_/1-225	d2qxia_/1-224	225	224	1117.00	6	211	70	33.18	529.38	495.26	100	780.27	19.06	17.66	6703
d1a7sa_/1-225	d3gylb_/1-247	225	247	1117.00	7	223	69	30.94	500.90	463.23	100	811.02	15.72	19.46	6704
d1a7sa_/1-225	d2oq5a_/1-232	225	232	1052.00	6	214	62	28.97	491.59	457.94	100	786.98	17.19	15.42	6705
d1a7sa_/1-225	d2bdga_/1-223	225	223	1148.00	6	212	72	33.96	541.51	507.55	100	780.36	13.99	26.27	6706
d1a7sa_/1-225	d2asub_/1-225	225	225	1091.00	7	212	69	32.55	514.62	475.00	100	779.34	19.48	16.00	6707
d1a7sa_/1-225	d2odpa2/1-288	225	288	937.00	11	224	55	24.55	418.30	359.38	100	845.89	17.60	5.18	6708
d1a7sa_/1-225	d2zgca_/1-231	225	231	1182.00	7	215	86	40.00	549.77	510.70	100	795.65	17.87	21.62	6709
d1a7sa_/1-225	d3tjoa_/1-211	225	211	782.00	6	206	35	16.99	379.61	344.66	100	752.94	14.70	1.98	6710
d1a7sa_/1-225	d2psxa_/1-227	225	227	1093.00	9	214	67	31.31	510.75	460.28	100	776.78	18.77	16.84	6711
d1a7sa_/1-225	d2qy0b_/1-240	225	240	1032.00	8	214	61	28.50	482.24	437.38	100	796.20	17.29	13.64	6712
d1a7sa_/1-225	d3govb_/1-251	225	251	1036.00	9	215	60	27.91	481.86	431.63	100	806.49	15.99	14.36	6713
d1a7sa_/1-225	d3qzra_/1-180	225	180	683.00	4	180	24	13.33	379.44	352.78	100	675.01	14.86	0.54	6714
d1a7sa_/1-225	d4fvda_/1-138	225	138	564.00	8	136	34	25.00	414.71	344.12	100	541.14	14.12	1.62	6715
d1a7sa_/1-225	d2q6fa_/1-301	225	301	853.00	7	225	39	17.33	379.11	341.78	100	857.33	16.00	-0.27	6716
d1a7sa_/1-225	d2ouaa_/1-188	225	188	749.00	5	183	38	20.77	409.29	376.50	100	714.92	15.31	2.23	6717
d1a7sa_/1-225	d3h7oa_/1-228	225	228	1014.00	6	217	56	25.81	467.28	434.10	100	774.79	14.47	16.53	6718
d1a7sa_/1-225	d3h7ta_/1-235	225	235	1016.00	5	220	58	26.36	461.82	434.55	100	789.93	18.54	12.19	6719
d1a7sa_/1-225	d2as9a_/1-207	225	207	755.00	7	201	31	15.42	375.62	333.83	100	741.51	16.83	0.80	6720
d1a7sa_/1-225	d2vida_/1-204	225	204	735.00	5	203	29	14.29	362.07	332.51	100	737.08	18.35	-0.11	6721
d1a7sa_/1-225	d3ufaa_/1-200	225	200	735.00	8	199	28	14.07	369.35	321.11	100	724.86	17.21	0.59	6722
d1a7sa_/1-225	d2pfea_/1-186	225	186	755.00	5	184	40	21.74	410.33	377.72	100	709.00	15.02	3.06	6723
d1a7sa_/1-225	d3mmga_/1-217	225	217	768.00	4	199	33	16.58	385.93	361.81	100	756.20	18.03	0.65	6724
d1a7sa_/1-225	d1ym0a_/1-238	225	238	1093.00	9	216	69	31.94	506.02	456.02	100	799.80	16.85	17.40	6725
d1si5h_/1-234	d1z8ga1/1-255	234	255	1242.00	6	234	77	32.91	530.77	500.00	100	836.97	19.30	20.99	6726
d1si5h_/1-234	d2hlca_/1-230	234	230	1065.00	11	220	65	29.55	484.09	424.09	100	802.54	17.21	15.25	6727
